,EmployeeNumber,Age,Attrition,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,RelationshipSatisfaction,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
545,747,30,No,Sales,5,Marketing,3,Male,3,2,Sales Executive,4,5304,4,8,7,7
546,749,29,No,Sales,3,Life Sciences,3,Male,3,1,Sales Representative,3,2642,3,1,0,0
547,752,42,Yes,Research & Development,3,Medical,3,Male,4,1,Research Scientist,3,2759,4,2,2,2
548,754,43,No,Sales,3,Life Sciences,4,Male,2,2,Sales Executive,4,6804,3,2,2,2
549,757,34,No,Research & Development,2,Medical,2,Female,3,2,Healthcare Representative,3,6142,4,5,1,3
550,758,23,No,Research & Development,1,Medical,2,Male,3,1,Laboratory Technician,1,2500,4,4,3,2
551,760,39,No,Human Resources,3,Human Resources,3,Female,4,2,Human Resources,2,6389,3,8,3,6
552,762,56,No,Research & Development,3,Medical,3,Male,3,4,Healthcare Representative,4,11103,3,10,7,1
553,763,40,No,Research & Development,1,Medical,4,Female,2,1,Research Scientist,4,2342,4,4,2,3
554,764,27,No,Research & Development,3,Medical,4,Female,2,2,Healthcare Representative,1,6811,1,7,6,7
555,766,29,No,Sales,3,Marketing,4,Male,3,1,Sales Representative,2,2297,4,2,2,2
556,769,53,No,Research & Development,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,2450,4,2,2,2
557,771,35,No,Research & Development,4,Life Sciences,4,Female,3,2,Healthcare Representative,1,5093,1,1,0,0
558,772,32,No,Research & Development,4,Life Sciences,1,Male,3,2,Laboratory Technician,4,5309,4,10,8,7
559,773,38,No,Research & Development,5,Medical,4,Male,3,1,Research Scientist,3,3057,2,1,0,1
560,775,34,No,Research & Development,5,Life Sciences,2,Female,3,2,Manufacturing Director,1,5121,3,0,0,0
561,776,52,No,Sales,4,Marketing,3,Male,2,4,Manager,1,16856,1,34,6,16
562,780,33,Yes,Research & Development,4,Other,4,Male,3,1,Research Scientist,4,2686,3,10,9,8
563,781,25,No,Sales,1,Medical,3,Female,3,2,Sales Executive,4,6180,2,6,5,4
564,783,45,No,Sales,2,Technical Degree,2,Male,1,2,Sales Representative,3,6632,1,8,7,1
565,784,23,No,Research & Development,1,Medical,1,Male,4,1,Research Scientist,3,3505,4,2,2,2
566,785,47,Yes,Sales,2,Life Sciences,2,Female,4,2,Sales Executive,3,6397,4,5,4,3
567,786,34,No,Sales,3,Other,4,Male,3,2,Sales Executive,4,6274,3,6,5,4
568,787,55,Yes,Research & Development,3,Medical,4,Male,3,5,Manager,1,19859,4,5,2,4
569,789,36,No,Sales,4,Life Sciences,1,Male,2,3,Sales Executive,1,7587,2,10,7,9
570,791,52,No,Research & Development,4,Medical,4,Male,3,1,Research Scientist,4,4258,1,4,3,2
571,792,26,No,Research & Development,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,4364,1,2,2,0
572,793,29,No,Research & Development,3,Medical,2,Female,3,2,Healthcare Representative,3,4335,1,8,7,1
573,796,26,Yes,Sales,3,Technical Degree,4,Male,2,2,Sales Executive,1,5326,3,4,3,2
574,797,34,No,Research & Development,4,Life Sciences,2,Female,4,1,Research Scientist,4,3280,3,4,2,3
575,799,54,No,Research & Development,4,Medical,4,Female,3,2,Manufacturing Director,1,5485,2,5,3,4
576,800,27,No,Sales,1,Marketing,3,Male,3,2,Sales Executive,4,4342,2,4,2,1
577,802,37,No,Research & Development,1,Life Sciences,4,Female,3,1,Research Scientist,1,2782,2,5,3,3
578,803,38,No,Research & Development,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,5980,4,15,7,12
579,804,34,No,Research & Development,4,Medical,3,Female,2,1,Research Scientist,1,4381,3,6,5,3
580,805,35,No,Sales,4,Life Sciences,1,Female,3,1,Sales Representative,4,2572,2,3,2,2
581,806,30,No,Research & Development,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,3833,3,2,2,2
582,807,40,No,Research & Development,2,Medical,3,Female,4,2,Healthcare Representative,2,4244,4,8,7,7
583,808,34,No,Sales,2,Life Sciences,3,Female,3,2,Sales Executive,1,6500,2,3,2,2
584,809,42,No,Research & Development,3,Life Sciences,2,Male,3,5,Manager,4,18430,2,24,7,9
585,811,23,Yes,Research & Development,3,Life Sciences,3,Male,4,1,Laboratory Technician,1,1601,3,0,0,0
586,812,24,No,Research & Development,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,2694,3,1,0,0
587,813,52,No,Research & Development,4,Life Sciences,4,Female,3,2,Laboratory Technician,3,3149,2,5,2,4
588,815,50,No,Research & Development,3,Medical,3,Male,3,4,Research Director,3,17639,4,4,3,3
589,816,29,Yes,Research & Development,2,Life Sciences,2,Female,2,1,Laboratory Technician,1,2319,4,1,0,0
590,817,33,No,Research & Development,3,Medical,3,Male,3,3,Research Director,3,11691,4,13,9,7
591,819,33,Yes,Sales,3,Marketing,1,Female,3,2,Sales Executive,1,5324,3,3,2,2
592,820,47,No,Research & Development,2,Other,3,Female,3,4,Manager,4,16752,3,26,14,0
593,823,36,No,Research & Development,3,Other,3,Female,3,2,Manufacturing Director,2,5228,1,9,7,5
594,824,29,No,Research & Development,2,Life Sciences,3,Male,4,1,Research Scientist,3,2700,3,10,7,7
595,825,58,Yes,Research & Development,4,Life Sciences,4,Male,3,5,Research Director,2,19246,4,31,15,8
596,826,35,No,Research & Development,4,Life Sciences,4,Female,4,1,Research Scientist,3,2506,3,2,2,2
597,827,42,No,Research & Development,2,Life Sciences,4,Female,2,2,Manufacturing Director,4,6062,4,4,3,2
598,828,28,Yes,Research & Development,4,Medical,3,Male,3,1,Research Scientist,3,4382,4,2,2,1
599,829,36,No,Human Resources,3,Human Resources,3,Male,3,1,Human Resources,2,2143,2,5,2,4
600,830,32,No,Research & Development,3,Life Sciences,3,Female,2,2,Manufacturing Director,3,6162,3,14,13,8
601,832,40,No,Research & Development,4,Medical,1,Male,2,2,Laboratory Technician,3,5094,4,1,0,0
602,833,30,No,Research & Development,3,Medical,3,Female,2,2,Manufacturing Director,4,6877,2,0,0,0
603,834,45,No,Research & Development,3,Life Sciences,2,Female,2,1,Research Scientist,3,2274,4,1,0,0
604,836,42,No,Research & Development,3,Life Sciences,2,Male,3,2,Manufacturing Director,2,4434,4,9,8,8
605,837,38,No,Research & Development,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,6288,3,4,3,2
606,838,34,No,Research & Development,4,Life Sciences,3,Female,2,1,Research Scientist,4,2553,3,5,2,3
607,840,49,Yes,Sales,3,Marketing,3,Female,3,3,Sales Executive,4,7654,1,9,8,7
608,842,55,Yes,Sales,1,Medical,3,Male,3,2,Sales Executive,4,5160,3,9,7,3
609,843,43,No,Research & Development,2,Life Sciences,2,Male,3,4,Research Director,1,17159,3,4,1,0
610,844,27,No,Research & Development,1,Technical Degree,3,Male,2,3,Research Director,4,12808,2,9,8,8
611,845,35,No,Research & Development,3,Other,3,Male,3,3,Manufacturing Director,3,10221,2,8,5,6
612,846,28,No,Sales,4,Marketing,2,Female,3,2,Sales Executive,2,4779,1,8,7,5
613,847,34,No,Human Resources,2,Human Resources,3,Male,3,1,Human Resources,4,3737,3,3,2,2
614,848,26,Yes,Research & Development,2,Medical,3,Female,2,1,Research Scientist,3,2366,1,8,7,7
615,850,27,No,Research & Development,3,Medical,4,Male,3,1,Research Scientist,4,1706,3,0,0,0
616,851,51,No,Sales,4,Marketing,1,Female,3,4,Manager,3,16307,3,20,6,17
617,852,44,No,Research & Development,3,Medical,4,Male,3,2,Healthcare Representative,2,5933,4,5,2,3
618,854,25,No,Research & Development,1,Medical,1,Male,4,1,Research Scientist,1,3424,3,4,3,1
619,855,33,No,Sales,3,Medical,1,Male,4,2,Sales Executive,1,4037,1,9,8,8
620,856,35,No,Research & Development,1,Medical,3,Female,2,1,Research Scientist,1,2559,4,6,5,1
621,857,36,No,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,4,6201,4,18,14,11
622,859,32,No,Sales,4,Life Sciences,2,Male,3,2,Sales Executive,4,4403,3,5,2,3
623,861,30,No,Research & Development,4,Life Sciences,2,Male,2,1,Research Scientist,4,3761,2,5,4,3
624,862,53,No,Sales,2,Marketing,1,Female,2,3,Sales Executive,4,10934,4,5,2,4
625,864,45,No,Sales,3,Marketing,4,Male,3,3,Sales Executive,1,10761,3,5,4,2
626,865,32,No,Research & Development,2,Medical,3,Female,4,2,Research Scientist,3,5175,3,5,3,3
627,867,52,No,Research & Development,4,Medical,3,Female,2,4,Manufacturing Director,4,13826,3,9,8,0
628,868,37,No,Sales,4,Marketing,4,Male,2,2,Sales Executive,3,6334,4,1,0,0
629,869,28,No,Human Resources,2,Medical,2,Male,2,1,Human Resources,4,4936,4,5,1,4
630,872,22,No,Research & Development,2,Life Sciences,4,Male,2,2,Manufacturing Director,4,4775,1,2,2,2
631,874,44,No,Research & Development,4,Life Sciences,1,Male,4,1,Laboratory Technician,4,2818,3,3,2,2
632,875,42,No,Research & Development,1,Medical,2,Male,3,1,Research Scientist,4,2515,4,2,1,2
633,878,36,No,Human Resources,3,Life Sciences,1,Male,2,1,Human Resources,1,2342,3,5,4,3
634,879,25,No,Sales,1,Other,3,Male,3,2,Sales Executive,1,4194,4,5,3,3
635,880,35,No,Research & Development,3,Life Sciences,4,Female,2,3,Manufacturing Director,3,10685,2,17,14,15
636,881,35,Yes,Research & Development,4,Life Sciences,4,Female,3,1,Research Scientist,2,2022,1,10,2,8
637,882,32,No,Research & Development,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,2314,2,3,0,2
638,885,25,No,Sales,1,Marketing,3,Male,2,2,Sales Executive,1,4256,1,5,2,3
639,887,49,No,Research & Development,3,Technical Degree,3,Female,3,1,Research Scientist,1,3580,2,4,2,2
640,888,24,No,Research & Development,1,Life Sciences,1,Male,2,1,Laboratory Technician,4,3162,4,5,2,4
641,889,32,No,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,2,6524,4,10,8,3
642,893,38,No,Sales,3,Marketing,2,Male,2,1,Sales Representative,2,2899,4,2,2,2
643,894,42,No,Research & Development,3,Life Sciences,3,Female,4,2,Laboratory Technician,4,5231,2,5,3,3
644,895,31,No,Research & Development,4,Life Sciences,4,Male,3,1,Research Scientist,4,2356,2,6,4,2
645,896,29,Yes,Sales,3,Medical,2,Female,2,1,Sales Representative,3,2800,3,3,2,2
646,897,53,No,Sales,3,Marketing,1,Male,3,4,Sales Executive,4,11836,3,2,0,2
647,899,35,No,Research & Development,3,Technical Degree,4,Male,2,3,Manufacturing Director,2,10903,1,13,10,8
648,900,37,No,Sales,2,Medical,3,Female,3,1,Sales Representative,4,2973,2,5,4,0
649,901,53,No,Research & Development,4,Life Sciences,4,Female,3,4,Research Director,4,14275,3,12,9,8
650,902,43,No,Research & Development,3,Life Sciences,4,Female,3,2,Healthcare Representative,4,5562,2,5,2,2
651,903,47,No,Sales,2,Marketing,3,Female,3,2,Sales Executive,4,4537,1,7,6,7
652,904,37,No,Sales,2,Medical,1,Male,3,3,Sales Executive,2,7642,4,10,0,9
653,905,50,No,Research & Development,4,Life Sciences,1,Male,3,4,Manager,1,17924,4,31,6,7
654,909,39,No,Human Resources,3,Life Sciences,4,Female,2,2,Human Resources,4,5204,3,5,4,4
655,910,33,No,Human Resources,2,Human Resources,4,Male,3,1,Human Resources,2,2277,3,4,3,3
656,911,32,Yes,Research & Development,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,2795,3,1,0,1
657,912,29,No,Research & Development,1,Medical,1,Female,2,1,Laboratory Technician,4,2532,3,4,3,3
658,913,44,No,Research & Development,2,Life Sciences,2,Male,3,1,Research Scientist,1,2559,4,8,7,1
659,916,28,No,Sales,4,Medical,1,Male,3,2,Sales Executive,4,4908,2,4,2,2
660,918,58,Yes,Research & Development,1,Life Sciences,4,Male,2,1,Laboratory Technician,4,2380,4,1,0,0
661,920,43,No,Research & Development,3,Life Sciences,1,Female,3,2,Manufacturing Director,2,4765,3,1,0,0
662,922,20,Yes,Sales,3,Medical,3,Female,2,1,Sales Representative,3,2044,4,2,2,2
663,923,21,Yes,Research & Development,1,Other,4,Female,3,1,Research Scientist,4,2693,1,1,0,0
664,924,36,No,Research & Development,1,Life Sciences,3,Male,3,2,Healthcare Representative,4,6586,1,16,8,11
665,925,47,No,Sales,4,Life Sciences,4,Female,2,1,Sales Representative,4,3294,1,3,2,2
666,926,22,Yes,Research & Development,1,Life Sciences,2,Female,3,2,Manufacturing Director,3,4171,1,3,2,2
667,927,41,Yes,Research & Development,4,Life Sciences,2,Female,1,1,Laboratory Technician,4,2778,3,7,7,0
668,930,28,No,Research & Development,3,Medical,3,Female,3,1,Research Scientist,3,2377,2,2,2,2
669,932,39,Yes,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,1,2404,4,2,2,2
670,933,27,No,Research & Development,3,Life Sciences,2,Female,3,1,Research Scientist,3,2318,3,1,1,0
671,934,34,No,Research & Development,3,Life Sciences,2,Male,3,1,Laboratory Technician,2,2008,2,1,0,0
672,936,42,No,Sales,2,Medical,3,Female,2,2,Sales Executive,3,6244,1,5,4,3
673,939,33,No,Research & Development,4,Other,3,Male,2,1,Research Scientist,1,2799,2,3,2,2
674,940,58,No,Research & Development,3,Technical Degree,3,Female,2,3,Healthcare Representative,2,10552,4,6,0,4
675,941,31,No,Sales,4,Life Sciences,2,Male,2,1,Sales Representative,3,2329,2,7,7,2
676,942,35,No,Research & Development,1,Life Sciences,4,Female,3,2,Healthcare Representative,4,4014,4,10,6,7
677,944,49,No,Research & Development,2,Other,1,Female,3,3,Laboratory Technician,2,7403,3,26,9,7
678,945,48,No,Research & Development,4,Medical,4,Male,3,1,Research Scientist,3,2259,1,0,0,0
679,947,31,No,Sales,2,Marketing,4,Female,3,2,Sales Executive,3,6932,4,9,8,0
680,949,36,No,Research & Development,4,Other,2,Male,3,1,Research Scientist,4,4678,3,6,2,1
681,950,38,No,Research & Development,3,Technical Degree,4,Female,3,3,Research Director,1,13582,2,15,12,11
682,951,32,No,Research & Development,3,Life Sciences,3,Female,2,1,Laboratory Technician,2,2332,3,3,0,2
683,952,25,Yes,Sales,2,Marketing,3,Male,2,1,Sales Representative,2,2413,3,1,0,0
684,954,40,No,Sales,4,Marketing,1,Male,2,3,Sales Executive,2,9705,2,1,0,0
685,956,26,No,Sales,3,Medical,3,Male,2,2,Sales Executive,1,4294,2,7,7,7
686,957,41,No,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,1,4721,3,18,13,17
687,958,36,No,Research & Development,4,Medical,3,Male,3,1,Laboratory Technician,3,2519,3,11,8,9
688,959,19,Yes,Sales,3,Other,4,Male,2,1,Sales Representative,2,2121,2,1,0,0
689,960,20,Yes,Research & Development,3,Technical Degree,1,Male,3,1,Laboratory Technician,1,2973,2,1,0,0
690,961,31,No,Research & Development,3,Medical,4,Female,3,2,Healthcare Representative,4,5855,3,9,7,5
691,964,40,No,Research & Development,4,Medical,4,Male,3,1,Research Scientist,2,3617,4,1,1,0
692,966,32,No,Research & Development,4,Medical,3,Female,3,2,Manufacturing Director,1,6725,3,8,7,3
693,967,36,Yes,Sales,1,Life Sciences,3,Male,2,3,Sales Executive,4,10325,1,16,7,7
694,969,33,No,Research & Development,3,Life Sciences,2,Female,2,2,Healthcare Representative,4,6949,1,5,0,4
695,970,37,Yes,Sales,4,Life Sciences,1,Male,2,3,Sales Executive,3,10609,3,14,1,7
696,972,45,No,Research & Development,2,Life Sciences,3,Male,3,2,Laboratory Technician,2,4447,2,9,7,8
697,974,29,No,Sales,3,Technical Degree,3,Female,3,1,Sales Representative,4,2157,2,3,1,2
698,975,35,No,Sales,3,Medical,3,Female,3,2,Sales Executive,3,4601,2,5,2,0
699,976,52,No,Research & Development,2,Life Sciences,4,Male,3,4,Manager,4,17099,2,9,8,8
700,977,58,Yes,Research & Development,3,Technical Degree,4,Male,3,1,Research Scientist,3,2479,1,1,0,0
701,981,53,No,Sales,2,Medical,3,Male,3,4,Manager,3,14852,3,17,13,2
702,982,30,No,Sales,2,Other,3,Male,3,3,Sales Executive,3,7264,1,8,4,7
703,983,38,No,Sales,3,Technical Degree,3,Female,3,2,Sales Executive,4,5666,2,5,3,3
704,984,35,No,Sales,4,Life Sciences,4,Male,3,3,Sales Executive,4,7823,2,10,9,8
705,985,39,No,Sales,5,Life Sciences,1,Male,4,3,Sales Executive,3,7880,4,8,7,7
706,986,40,Yes,Sales,3,Life Sciences,2,Female,4,4,Sales Executive,2,13194,4,1,0,0
707,987,47,No,Research & Development,4,Medical,3,Male,4,2,Manufacturing Director,3,5067,3,19,10,7
708,990,36,No,Sales,4,Technical Degree,1,Male,3,2,Sales Executive,4,5079,4,7,7,7
709,991,31,Yes,Research & Development,2,Medical,3,Male,2,1,Research Scientist,1,2321,1,3,2,2
710,992,33,No,Sales,3,Life Sciences,4,Male,3,4,Manager,3,17444,4,10,8,0
711,994,29,Yes,Research & Development,3,Life Sciences,4,Female,2,1,Research Scientist,1,2404,3,0,0,0
712,995,33,No,Research & Development,1,Life Sciences,2,Female,3,1,Research Scientist,4,3452,1,3,2,2
713,996,45,No,Research & Development,4,Medical,4,Female,3,1,Laboratory Technician,4,2270,4,5,3,2
714,997,50,No,Research & Development,2,Medical,4,Male,3,4,Research Director,4,17399,3,5,4,3
715,998,33,No,Research & Development,4,Other,3,Female,4,2,Healthcare Representative,2,5488,1,6,5,2
716,999,41,No,Research & Development,3,Medical,1,Male,3,5,Research Director,3,19419,2,18,16,11
717,1001,27,No,Research & Development,4,Technical Degree,3,Female,3,1,Laboratory Technician,2,2811,2,2,2,2
718,1002,45,No,Research & Development,2,Life Sciences,4,Male,3,2,Laboratory Technician,1,3633,3,9,8,8
719,1003,47,No,Sales,2,Life Sciences,4,Female,3,2,Sales Executive,4,4163,3,9,0,7
720,1004,30,Yes,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,3,2132,2,5,2,1
721,1005,50,No,Research & Development,3,Life Sciences,4,Male,3,4,Manufacturing Director,3,13973,4,12,11,5
722,1006,38,No,Research & Development,1,Medical,3,Male,3,1,Research Scientist,3,2684,2,2,1,2
723,1007,46,No,Research & Development,2,Medical,4,Male,3,3,Manufacturing Director,3,10845,2,8,7,7
724,1009,24,No,Research & Development,1,Medical,4,Female,2,2,Manufacturing Director,3,4377,2,4,2,2
725,1010,35,Yes,Research & Development,4,Other,3,Male,2,1,Laboratory Technician,2,3743,4,4,2,2
726,1011,31,No,Research & Development,1,Life Sciences,3,Female,3,2,Manufacturing Director,1,4148,3,4,3,3
727,1012,18,No,Research & Development,2,Life Sciences,2,Male,3,1,Research Scientist,4,1051,4,0,0,0
728,1013,54,No,Research & Development,3,Technical Degree,3,Female,3,3,Manufacturing Director,3,10739,3,10,7,8
729,1014,35,No,Research & Development,4,Medical,3,Female,3,3,Healthcare Representative,3,10388,3,16,10,1
730,1015,30,No,Research & Development,2,Life Sciences,2,Female,4,3,Research Director,1,11416,3,8,7,7
731,1016,20,Yes,Research & Development,3,Medical,4,Female,2,1,Research Scientist,1,2600,1,1,0,0
732,1017,30,Yes,Research & Development,3,Medical,2,Female,3,1,Laboratory Technician,2,2422,1,3,2,2
733,1018,26,No,Research & Development,2,Medical,4,Male,4,2,Manufacturing Director,4,5472,2,8,7,3
734,1019,22,No,Research & Development,1,Life Sciences,2,Male,1,1,Laboratory Technician,1,2451,1,4,3,1
735,1022,48,No,Research & Development,3,Life Sciences,1,Male,2,2,Healthcare Representative,3,4240,4,2,2,2
736,1024,48,No,Research & Development,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,10999,2,15,11,8
737,1025,41,No,Research & Development,2,Medical,4,Female,3,2,Manufacturing Director,3,5003,2,2,2,1
738,1026,39,No,Research & Development,1,Life Sciences,4,Female,2,4,Manufacturing Director,4,12742,3,21,6,8
739,1027,27,No,Research & Development,4,Life Sciences,1,Female,3,2,Manufacturing Director,4,4227,2,3,2,2
740,1028,35,No,Research & Development,3,Other,2,Male,3,1,Laboratory Technician,4,3917,1,3,2,2
741,1029,42,No,Sales,2,Marketing,4,Male,3,5,Manager,3,18303,2,1,0,0
742,1030,50,No,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,4,2380,2,1,0,0
743,1032,59,No,Research & Development,3,Life Sciences,3,Female,2,4,Manufacturing Director,4,13726,1,5,3,3
744,1033,37,Yes,Research & Development,2,Medical,1,Female,1,2,Healthcare Representative,2,4777,1,1,0,0
745,1034,55,No,Research & Development,4,Medical,3,Male,3,2,Healthcare Representative,2,6385,4,8,7,7
746,1035,41,No,Research & Development,1,Life Sciences,2,Female,1,5,Research Director,3,19973,2,21,16,10
747,1036,38,No,Sales,4,Life Sciences,2,Male,3,2,Sales Executive,4,6861,3,1,0,0
748,1037,26,Yes,Sales,2,Medical,2,Male,1,2,Sales Executive,1,4969,4,2,2,2
749,1038,52,Yes,Sales,1,Marketing,1,Female,1,5,Manager,4,19845,4,32,14,9
750,1039,44,No,Sales,3,Medical,4,Female,4,4,Sales Executive,4,13320,3,12,11,11
751,1040,50,No,Sales,3,Life Sciences,4,Female,3,2,Sales Executive,3,6347,1,18,7,13
752,1042,36,Yes,Research & Development,4,Life Sciences,3,Female,4,1,Laboratory Technician,1,2743,3,17,13,14
753,1043,39,No,Research & Development,3,Medical,4,Female,3,3,Manufacturing Director,1,10880,3,21,6,8
754,1044,33,No,Sales,1,Life Sciences,2,Female,2,1,Sales Representative,4,2342,4,2,2,2
755,1045,45,No,Sales,2,Life Sciences,4,Female,3,4,Manager,4,17650,2,9,3,1
756,1046,32,No,Research & Development,4,Medical,4,Female,3,1,Laboratory Technician,3,4025,2,8,7,7
757,1047,34,No,Sales,4,Marketing,2,Male,4,2,Sales Executive,4,9725,4,15,1,9
758,1048,59,No,Sales,2,Technical Degree,2,Male,3,3,Manager,4,11904,3,6,4,4
759,1049,45,No,Human Resources,4,Medical,2,Male,3,1,Human Resources,2,2177,1,6,3,4
760,1050,53,No,Sales,3,Marketing,3,Female,2,3,Sales Executive,2,7525,1,15,7,12
761,1052,36,Yes,Research & Development,3,Other,1,Male,3,2,Laboratory Technician,3,4834,2,1,0,0
762,1053,26,Yes,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,1,2042,2,3,2,2
763,1055,34,No,Sales,4,Life Sciences,3,Female,3,1,Sales Representative,3,2220,4,1,1,0
764,1056,28,No,Sales,1,Medical,4,Male,3,1,Sales Representative,2,1052,2,1,0,0
765,1060,38,No,Research & Development,4,Other,3,Male,3,1,Research Scientist,3,2821,1,2,2,2
766,1061,50,No,Research & Development,4,Medical,2,Male,3,5,Research Director,3,19237,4,8,1,7
767,1062,37,No,Research & Development,3,Other,4,Female,3,2,Healthcare Representative,2,4107,1,4,3,1
768,1066,40,No,Sales,3,Marketing,3,Male,3,2,Sales Executive,1,8396,2,7,7,5
769,1068,26,No,Research & Development,1,Medical,1,Female,2,1,Research Scientist,3,2007,3,5,3,3
770,1069,46,No,Research & Development,4,Medical,4,Male,3,5,Research Director,4,19627,4,2,2,2
771,1070,54,No,Sales,4,Life Sciences,3,Female,2,3,Sales Executive,3,10686,2,9,4,0
772,1071,56,No,Research & Development,3,Medical,1,Female,3,1,Research Scientist,3,2942,2,5,4,3
773,1073,36,No,Research & Development,5,Medical,4,Female,2,3,Manufacturing Director,4,8858,2,14,8,8
774,1074,55,No,Research & Development,1,Medical,3,Male,2,4,Manager,1,16756,2,9,7,2
775,1076,43,No,Sales,3,Medical,3,Male,2,3,Sales Executive,4,10798,3,1,0,0
776,1077,20,Yes,Sales,3,Marketing,4,Female,3,1,Sales Representative,4,2323,2,2,2,2
777,1079,21,Yes,Research & Development,3,Life Sciences,3,Female,2,1,Laboratory Technician,1,1416,1,1,0,0
778,1080,46,No,Research & Development,4,Life Sciences,4,Female,2,2,Research Scientist,1,4615,1,16,13,7
779,1081,51,Yes,Research & Development,4,Life Sciences,1,Male,3,1,Research Scientist,3,2461,3,10,0,7
780,1082,28,Yes,Research & Development,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,8722,1,10,7,9
781,1083,26,No,Research & Development,2,Medical,1,Male,2,1,Laboratory Technician,1,3955,1,5,3,3
782,1084,30,No,Research & Development,3,Other,3,Male,3,2,Manufacturing Director,1,9957,3,6,2,2
783,1085,41,No,Research & Development,2,Technical Degree,2,Female,4,1,Research Scientist,3,3376,3,10,6,8
784,1088,38,No,Research & Development,1,Life Sciences,3,Female,2,3,Healthcare Representative,3,8823,1,19,9,9
785,1092,40,No,Research & Development,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,10322,4,11,10,1
786,1094,27,No,Research & Development,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,4621,4,3,2,2
787,1096,55,No,Research & Development,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,10976,2,3,2,2
788,1097,28,No,Research & Development,3,Other,3,Female,3,2,Research Scientist,3,3660,4,8,7,7
789,1098,44,Yes,Human Resources,2,Medical,2,Male,2,3,Human Resources,1,10482,4,20,6,6
790,1099,33,No,Research & Development,3,Life Sciences,4,Male,2,3,Healthcare Representative,4,7119,3,3,2,2
791,1100,35,Yes,Sales,3,Technical Degree,4,Male,3,3,Sales Executive,1,9582,1,8,7,7
792,1101,33,Yes,Research & Development,4,Medical,1,Female,2,2,Research Scientist,3,4508,2,13,7,8
793,1102,28,No,Research & Development,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,2207,4,4,2,2
794,1103,34,No,Research & Development,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,7756,3,6,2,4
795,1105,37,No,Sales,4,Life Sciences,4,Female,2,2,Sales Executive,4,6694,3,1,0,0
796,1106,25,Yes,Research & Development,1,Technical Degree,4,Male,3,1,Laboratory Technician,4,3691,2,7,7,6
797,1107,26,Yes,Research & Development,3,Medical,1,Male,3,1,Laboratory Technician,3,2377,3,1,1,0
798,1108,33,Yes,Research & Development,3,Medical,1,Male,2,1,Research Scientist,2,2313,2,2,2,2
799,1109,42,No,Research & Development,2,Medical,4,Male,3,4,Manager,1,17665,4,22,6,7
800,1111,28,Yes,Research & Development,3,Medical,1,Male,2,1,Laboratory Technician,2,2596,1,1,0,0
801,1113,50,Yes,Sales,4,Other,4,Male,3,2,Sales Executive,3,4728,4,0,0,0
802,1114,33,No,Sales,3,Life Sciences,4,Female,3,2,Sales Executive,2,4302,3,3,2,2
803,1115,34,No,Research & Development,4,Life Sciences,3,Male,2,1,Research Scientist,4,2979,4,0,0,0
804,1116,48,No,Research & Development,4,Medical,1,Male,4,4,Manager,4,16885,3,5,4,1
805,1117,45,No,Sales,4,Life Sciences,2,Female,2,2,Sales Executive,3,5593,4,15,10,12
806,1118,52,No,Research & Development,4,Life Sciences,2,Male,3,3,Healthcare Representative,2,10445,4,8,6,0
807,1119,38,No,Sales,4,Marketing,3,Male,2,3,Sales Executive,3,8740,2,8,7,7
808,1120,29,No,Research & Development,4,Life Sciences,3,Female,3,1,Research Scientist,4,2514,1,7,5,7
809,1121,28,No,Research & Development,3,Medical,4,Female,3,3,Manufacturing Director,2,7655,2,9,7,7
810,1124,46,No,Sales,1,Marketing,1,Male,3,4,Manager,3,17465,4,12,9,9
811,1125,38,No,Sales,2,Marketing,4,Male,3,3,Sales Executive,2,7351,3,1,0,0
812,1126,43,No,Research & Development,3,Life Sciences,3,Female,3,3,Manufacturing Director,1,10820,3,8,7,1
813,1127,39,Yes,Research & Development,3,Life Sciences,1,Male,3,4,Healthcare Representative,4,12169,4,18,7,5
814,1128,40,No,Research & Development,3,Medical,3,Male,2,5,Research Director,3,19626,1,20,7,9
815,1131,21,No,Research & Development,1,Technical Degree,4,Female,2,1,Research Scientist,2,2070,3,2,2,2
